X,Y,Name,description,ADDRESSBLOCKHOUSENUMBER,ADDRESSBUILDINGNAME,ADDRESSPOSTALCODE,ADDRESSSTREETNAME,ADDRESSTYPE,HYPERLINK,LANDXADDRESSPOINT,LANDYADDRESSPOINT,PHOTOURL,ADDRESSFLOORNUMBER,INC_CRC,FMEL_UPD_D,ADDRESSUNITNUMBER
103.8850799,1.359496643,Mr Bean - Kovan Heartland Mall,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",205,Heartland Mall Kovan,530205,Hougang Street 21,F,,0,0,,1,432E0EC7B91AB031,2.02E+13,7
103.8713473,1.311487319,Mr Bean - Kallang MRT,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",5,Kallang MRT,387405,Sims Avenue,F,,0,0,,1,C906F568D3C83F85,2.02E+13,4
103.8007012,1.439916082,Mr Bean - Kampung Admiralty,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",676,Kampung Admiralty,730676,Woodlands Drive 71,F,,0,0,,1,4B4D96A04FB9BC17,2.02E+13,13
103.8378537,1.423877598,Mr Bean - KTPH,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",90,Khoo Teck Puat Hospital (KTPH),768828,Yishun Central,F,,0,0,,1,37030E946C557203,2.02E+13,8
103.7203019,1.344104772,Mr Bean - Lakeside MRT,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",201,Lakeside MRT,649845,Boon Lay Way,F,,0,0,,1,B0603B27DA905E74,2.02E+13,2
103.7912375,1.306245563,Mr Bean - The Metropolis,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",9,The Metropolis,138588,North Buona Vista Drive,F,,0,0,,1,143D51F3452E228A,2.02E+13,9
103.8357765,1.42969848,Mr Bean - North Point,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",930,Northpoint Shopping Centre,769098,Yishun Avenue 2,F,,0,0,,1,C1B4B590B22B56E8,2.02E+13,5
103.7827095,1.293953054,Mr Bean - NUH II,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",5,Main Building National University Building Provisional East Wing,119074,Lower Kent Ridge Road,F,,0,0,,1,A27A32B73B0FA3B2,2.02E+13,12
103.7874128,1.299689532,Mr Bean - One North MRT,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",9,One-North MRT Station,138647,Ayer Rajah Avenue,F,,0,0,,B2,E7AB38EC708826B1,2.02E+13,2
103.9396836,1.353496155,Mr Bean - Our Tampines Hub,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",1,Our Tampines Hub,528523,Tampines Walk,F,,0,0,,1,C57C470AA2DA5F4E,2.02E+13,83
103.8930604,1.318112082,Mr Bean - Paya Lebar MRT,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",30,Paya Lebar MRT,409006,Paya Lebar Road,F,,0,0,,1,09C616D83A74A3DA,2.02E+13,9
103.6989793,1.338562243,Mr Bean - Pioneer Polyclinic,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",26,Pioneer Polyclinic,648201,Jurong West Street 61,F,,0,0,,,9C1E0B57C9CB2CFA,2.02E+13,
103.8060432,1.294558423,Mr Bean - Queenstown MRT,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",301,Queenstown MRT,149729,Commonwealth Avenue,F,,0,0,,2,6B8B1B10BBEF3108,2.02E+13,5
103.8513798,1.284333921,Mr Bean - Raffles Place MRT,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",5,Raffles Place MRT,48618,Raffles Place,F,,0,0,,B1,4C0026844063F982,2.02E+13,10
103.816741,1.289634531,Mr Bean - Redhill MRT,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",920,Redhill MRT,158792,Tiong Bahru Road,F,,0,0,,1,6ECD2BF4364D92F3,2.02E+13,9
103.901558,1.38493202,Mr Bean - Rivervale Plaza,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",118,Rivervale Plaza,540118,Rivervale Drive,F,,0,0,,1,95D6C5983A09497B,2.02E+13,1
103.8307218,1.279939682,Mr Bean - SGH,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",4,Singapore General Hospital (SGH),169608,Outram Road,F,,0,0,,1,63AD32BE4F2FA345,2.02E+13,
103.8194621,1.448226532,Mr Bean - Sun Plaza,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",30,Sun Plaza,757713,Sembawang Drive,F,,0,0,,B1,202A3145FDE330D5,2.02E+13,28
103.8438921,1.320429661,Mr Bean - Square 2,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",10,Square 2,307506,Sinaran Drive,F,,0,0,,1,33A0A295D7B5B3B4,2.02E+13,21
103.9600422,1.354364934,Mr Bean - Tampines Mart,"Mr Bean Singapore offers a variety of healthy options such as soy milk, tofu pudding, and soya beancurd. They also have snacks like almond jelly and grass jelly that are low in calories and fat. Some outlets offer healthier food items like salads, wraps, and sandwiches as well.",9,Tampines Mart,529286,Tampines Street 32,F,,0,0,,1,70376FAEA173D478,2.02E+13,35
103.8322453,1.303979869,Polar Puffs & Cakes - Orchard MRT,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",437,Orchard MRT,238878,Orchard Road,B,,0,0,,B1,DC188DFC73A7777E,2.02E+13,35
103.8317579,1.293802346,Polar Puffs & Cakes - Great World City,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",1,Great World City,237994,Kim Seng Promenade,B,,0,0,,B1,C8D45DC69C05C404,2.02E+13,K1
103.8269351,1.286463453,Polar Puffs & Cakes - Tiong Bahru Plaza,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",302,Tiong Bahru Plaza,168732,Tiong Bahru Road,B,,0,0,,B1,529D5820F9976F9B,2.02E+13,K10
103.8454218,1.276516012,Polar Puffs & Cakes - Tanjong Pagar MRT,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",120,Tanjong Pagar MRT Station,69119,Maxwell Road,B,,0,0,,B1,0A1415AC3A3DA92A,2.02E+13,5
103.89498,1.39209415,Polar Puffs & Cakes - Compass One,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",1,Compass One,545078,Sengkang Square,B,,0,0,,1,3291922B9F1E3B5D,2.02E+13,26
103.8936616,1.372311856,Polar Puffs & Cakes - Hougang Mall,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",90,Hougang Mall,538766,Hougang Avenue 10,B,,0,0,,B1,3500FCBCEF411371,2.02E+13,K9
103.8717045,1.350438172,Polar Puffs & Cakes - NEX,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",23,NEX,556083,Serangoon Central,B,,0,0,,3,0D7832C1DAA0911D,2.02E+13,"K3,K4"
103.8760677,1.391393058,Polar Puffs & Cakes - Seletar Mall,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",33,Seletar Mall,797653,Sengkang West Avenue,B,,0,0,,B2,3BD72E3BA28582EB,2.02E+13,K3
103.9019882,1.406536107,Polar Puffs & Cakes - Waterway Point,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",82,Waterway Point,828761,Punggol Central,B,,0,0,,1,92251D9606FCCEAB,2.02E+13,K4
103.8483992,1.369248913,Polar Puffs & Cakes - Ang Mo Kio Hub,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",53,Ang Mo Kio Hub,569933,Ang Mo Kio Avenue 3,B,,0,0,,B2,0AB8ACDD6D8AB96E,2.02E+13,8
103.8484776,1.350239427,Polar Puffs & Cakes - Junction 8,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",9,Junction 8,579837,Bishan Place,B,,0,0,,B1,EF33ED2C6AC8C252,2.02E+13,K2
103.7856887,1.436007845,Polar Puffs & Cakes - Causeway Point,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",1,Causeway Point,738099,Woodlands Square,B,,0,0,,B1,997DF23DDFE6F088,2.02E+13,K7
103.7690968,1.275758212,CCT Enterprise Pte. Ltd. - PSA pansir Panjang Terminal Building 1,Information currently unavailable,33,PSA Pasir panjang Terminal Canteen 1,117606,Harbour Drive,C,,0,0,,,A37E9F62CAC709EA,2.02E+13,
103.7690968,1.275758212,CCT Enterprise Pte. Ltd. - PSA pansir Panjang Terminal Building 2,Information currently unavailable,33,PSA Pasir panjang Terminal Canteen 2,117606,Harbour Drive,C,,0,0,,,A37E9F629911A3E5,2.02E+13,
103.7690968,1.275758212,CCT Enterprise Pte. Ltd. - PSA pansir Panjang Terminal Building 3,Information currently unavailable,33,PSA Pasir panjang Terminal Canteen 3,117606,Harbour Drive,C,,0,0,,,A37E9F621E8CC7DF,2.02E+13,
103.7690968,1.275758212,CCT Enterprise Pte. Ltd. - PSA pansir Panjang Terminal Mantenance Base,Information currently unavailable,33,PSA Pasir panjang Terminal Maintenance Base,117606,Harbour Drive,C,,0,0,,,A37E9F6233628F2F,2.02E+13,
103.845389,1.321715977,Polar Puffs & Cakes - Tan Tock Seng Hospital,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",11,Tan Tock Seng Hospital (TTSH),308433,Jalan Tan Tock Seng,B,,0,0,,1,E022068DCF57F810,2.02E+13,4
103.8466501,1.310448527,Polar Puffs & Cakes - KK Women's and Children's Hospital,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",100,KK Women's and Children's Hospital (KKH),229899,Bukit Timah Road,B,,0,0,,1,08C7F034E6687B3B,2.02E+13,34
103.8513798,1.284333921,Polar Puffs & Cakes -Raffles Place MRT,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",5,Raffles Place MRT,48618,Raffles Place,B,,0,0,,B1,4C002684AB1DAE7E,2.02E+13,54
103.8375243,1.341809693,Polar Puffs & Cakes - Mount Alvernian Hospital Medical Centre,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",820,Mount Alvernia Hospital,574623,Thomson Road,B,,0,0,,1,B7F32FFECE1C3BFB,2.02E+13,"23,24"
103.8930013,1.394299412,Polar Puffs & Cakes - Sengkang General Hospital,"Polar Puffs & Cakes Singapore offers a variety of healthy options such as wholemeal bread sandwiches with fillings like chicken or tuna, as well as salads with options like chicken or smoked salmon. They also have fruit cups and fruit tarts for healthier dessert options.",110,Sengkang General Hospital,544886,Sengkang East Way,B,,0,0,,1,E1479B04204246DD,2.02E+13,2
103.8466501,1.310448527,Heavenly Wang - KK Hospital,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",100,KK Hospital,229899,Bukit Timah Road,R,,0,0,,1,08C7F03431DBD8BC,2.02E+13,33A
103.8542974,1.279105668,Heavenly Wang - MBFC Tower 3,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",12,Marina Bay Financial Centre (MBFC),18982,Marina Boulevard,R,,0,0,,2,6A67D8EFC8B9C00E,2.02E+13,"1,4,2020"
103.7438655,1.335533819,Heavenly Wang - Ng Teng Fong Hospital,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",1,Ng Teng Fong General Hospital Tower B,609606,Jurong East Street 21,R,,0,0,,1,AF1B1F40174B4A68,2.02E+13,2
103.8392241,1.300509542,Heavenly Wang - Orchard Gateway,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",277,Orchard Gateway,238858,Orchard Road,R,,0,0,,B2,BE1CAD1F1C0E9997,2.02E+13,"7,8,2020"
103.8450476,1.300747543,Heavenly Wang - Plaza Singapura,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",68,Plaza Singapura,238839,Orchard Road,R,,0,0,,B2,1E13B07C9F58C9B1,2.02E+13,"35,36"
103.901558,1.38493202,Heavenly Wang - Rivervale Plaza,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",118,Rivervale Plaza,540118,Rivervale Drive,R,,0,0,,1,95D6C598D17E7D96,2.02E+13,38
103.9060319,1.410113282,Heavenly Wang - SAFRA Punggol,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",9,Safra Punggol,828654,Sentul Crescent,R,,0,0,,3,ABCEC0FD2A5A5657,2.02E+13,4
103.8346761,1.302424166,Heavenly Wang - Takashimaya Shopping Centre,"Heavenly Wang Singapore offers a variety of healthy options including salads, oatmeal, and wholemeal bread sandwiches. They also have options for customizing your drink to include less sugar or to substitute with non-dairy milk.",319B,Takashimaya Shopping Centre,238874,Orchard Road,R,,0,0,,B2,8701F4D9A9C35A18,2.02E+13,30
103.8352403,1.303723214,Shimbashi Soba - Paragon,Information currently unavailable,290,Paragon,238859,Orchard Road,R,,0,0,,B1,B22AF3F23E42CADF,2.02E+13,41
103.8317579,1.293802346,Shimbashi Soba - Great World City,Information currently unavailable,1,Great World City,237994,Kim Seng Promenade,R,,0,0,,B1,C8D45DC6CDBE95BC,2.02E+13,1
103.8609773,1.301301592,Jason Niang Dou Fu - Beach Road,Information currently unavailable,321,,199557,Beach Road,R,,0,0,,,1ACDD99F41C34E3C,2.02E+13,321
103.8307218,1.279939682,Kaki makan Pte. Ltd. - Singapore General Hospital,Information currently unavailable,2,Block 3 Singapore General Hospital,169608,2 Outram Road,R,,0,0,,1,63AD32BE0002E0BD,2.02E+13,
103.6921041,1.367337761,Sodexo - Singapore Civil Defence Force,Information currently unavailable,101,"Civil Defence Academy (CDA) National Service Training Institute (NSTI), Police Coast Guard",649734,101 Jalan Bahar,E,,0,0,,,1FB6482AB5D2943D,2.02E+13,
103.89498,1.39209415,KOI - Compass One,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",1,Compass One,545078,Sengkang Square,D,,0,0,,1,3291922B7DFB94E8,2.02E+13,19
103.8339419,1.304485791,KOI - Lucky Plaza,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",304,Lucky Plaza,238863,Orchard Road,D,,0,0,,1,4D1815937A4A1E3D,2.02E+13,15
103.742586,1.334025287,KOI - Jurong East,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",3,Jurong East,608532,Gateway Drive Westgate,D,,0,0,,B1,F7A1D2FAAA7E77D5,2.02E+13,27
103.8364202,1.429918063,KOI - Yishun 10 Multiplex,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",51,Yishun 10 Multiplex,768794,Yishun Central 1,D,,0,0,,1,0F63C501BC27C86E,2.02E+13,2
103.7886962,1.307683501,KOI - Buona Vista MRT,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",100,Buona Vista MRT,139345,North Buona Vista Road,D,,0,0,,1,BBB5D6A16FE13242,2.02E+13,"2,3,2020"
103.859344,1.29296504,KOI - Millenia Walk,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",9,Millenia Walk,39596,Raffles Boulevard,D,,0,0,,1,B0252594F3328BB3,2.02E+13,85
103.8215893,1.263895802,KOI - Vivo City,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",1,Vivo City,98585,Harbourfront Walk,D,,0,0,,B2,57517317FA34AFDA,2.02E+13,6B
103.8376844,1.301385095,KOI - 313@Somerset,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",313,313@Somerset,238895,Orchard Road,D,,0,0,,B3,A9D27B109BA201BC,2.02E+13,51
103.8450476,1.300747543,KOI - Plaza Singapura,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",68,Plaza Singapura,238839,Orchard Road,D,,0,0,,1,1E13B07CE2A04831,2.02E+13,68
103.9851697,1.354370736,KOI - Changi Airport T3,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",65,Changi Airport T3,819663,Airport Boulevard,D,,0,0,,B2,1A6E905C93446625,2.02E+13,12
103.8717045,1.350438172,KOI - Serangoon Nex,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",23,NEX,556083,Serangoon Central,D,,0,0,,B1,0D7832C1EE5CFAF2,2.02E+13,7
103.8564218,1.311305165,KOI - City Square,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",180,City Square Mall,208539,Kitchener Road,D,,0,0,,B1,525075C5F56D2ACC,2.02E+13,K6
103.9623893,1.334325156,KOI - Changi City Point,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",5,Changi City Point,486038,Changi Business Park Central 1,D,,0,0,,B1,F775E2BCC747B55C,2.02E+13,18
103.8930604,1.318112082,KOI - Paya Lebar,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",30,Paya Lebar MRT,409006,Paya Lebar Road,D,,0,0,,1,09C616D8A871E8AE,2.02E+13,4
103.7058454,1.338493279,KOI - Boon Lay MRT,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",301,Boon Lay MRT,649846,Boon Lay Way,D,,0,0,,1,AFC429F535401A82,2.02E+13,34
103.8933506,1.371588401,KOI - Hougang Central,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",810,,530810,Hougang Central,D,,0,0,,1,5B17E8737E7DF1D0,2.02E+13,214
103.8494552,1.369428549,KOI - Ang Mo Kio MRT,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",2450,Ang Mo Kio MRT,569811,Ang Mo Kio Avenue 8,D,,0,0,,1,B8C3743D3CCB387D,2.02E+13,5
103.8480789,1.350705669,KOI - Bishan MRT,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",200,Bishan MRT,579827,Bishan Road,D,,0,0,,1,4EF720CC4184B72D,2.02E+13,5
103.7493345,1.348710802,KOI - Bukit Batok MRT,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",10,Bukit Batok MRT,659958,Bukit Batok Central,D,,0,0,,1,F6D1E361E90A3D6E,2.02E+13,7
103.8760677,1.391393058,KOI - Seletar Mall,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",33,Seletar Mall,797653,Sengkang West Avenue,D,,0,0,,B1,3BD72E3B09AF57B2,2.02E+13,K6
103.8541735,1.292777723,KOI - City Link Mall,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",1,City Link Mall,39393,Raffles Link,D,,0,0,,B1,650267D381E4A1A0,2.02E+13,66
103.8313951,1.30403577,KOI - ION Orchard,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",2,Ion Orchard,238801,Orchard Turn,D,,0,0,,B4,0D92D93E3245843E,2.02E+13,35
103.7473297,1.39712886,KOI - Yew Tee MRT,"KOI Singapore offers a variety of healthy options such as their signature Oolong Tea, Green Tea, and Black Tea with less sugar or no sugar. They also have Fresh Lemon Green Tea, Yakult Green Tea, and Matcha Latte with low sugar options. Some outlets also offer salads and fresh fruit cups.",61,Yew Tee MRT,689715,Choa Chu Kang Drive,D,,0,0,,1,716F07E52FC8B1B4,2.02E+13,3
